ID Paper;Title;Abstract
99298;Descriptors for competence: Towards an international standard classification for skills and competences;Purpose - The purpose of this paper is to investigate the potential of already existing skills and competence ontologies to benefit European transparency tools and especially the implementation of the European Qualification Framework. Furthermore, it asks whether any of them could serve as a starting point to develop an International Standard Classification of Skills and Competences to supplement ISCED and ISCO. Design/methodology/approach - This contribution contains a comparative analyses of three systems providing ontologies of skills and competences - DISCO, O*NET and Taxonomy_DB - under terminological and pragmatic aspects. Findings - The analysis identifies O*NET as the most promising candidate to serve European transparency instruments and the EQF. Furthermore, it demonstrates that the development of an International Standard Classification of Skills and Competences, that is suitable for statistical purposes as well as appropriate for practical applications in human resource management and in the area of education, would have to integrate very diverging demands, which so far are being best met by O*NET and DISCO. Research/limitations/implications - The depth of the analysis is not sufficient to serve as an exhaustive guideline to design an International Standard Classification of Skills and Competences. Practical implications - The paper shows the potential of a future International Standard Classification of Skills and Competences for the EQF, for European transparency tools, and for statistical purposes. Originality/value - This article brings a new topic, namely ontologies for skills and competences, into the European debate about competences and their visibility and validation. © Emerald Group Publishing Limited.
99326;Extending Moodle functionalities with ontology-based competency management;The Learning Management System (LMS) Moodle is currently the most popular software solution which provides many modules for various teaching and learning purposes. However, several aspects relevant for competency management are typically missing in Moodle. This paper proposes an ontology-based competency management application which is developed as a Moodle extension for supporting the development and assessment of competencies inside a course. Details about the competency ontology adopted for designing the competency-based course structure as well as the competency management features embedded into Moodle are presented. By incorporating these features into a LMS, it becomes possible to manage target competencies together with their associated evidence items and assess proficiency levels reached by students for each target competency. In addition, it becomes possible to generate different types of competency reports depending on the target role (teachers, students or administrators). © 2014 The Authors. © 2014 Published by Elsevier B.V.
99342;Ontology-based competency management for corporate e-learning;The synergies between ontology management, competency management, and e-learning have been explored during recent years both on theoretical and practical levels. This chapter describes the architecture, design, and deployment of a system that integrates ontologies with competency management and e-learning, as well as with other human resources functions. Moreover, a detailed description of the supportive methodology and the main lessons learned in technical and organisational areas are presented. This system currently is being deployed for research purposes in a national subsidiary of Microsoft, the information technology (IT) services multinational firm. The objective of this chapter is to provide the reader with an overview of the key concepts in competency-based management, a non-technical methodology for supporting the effective deployment of an ontology-based competency management system and an analysis of the lessons learned during the first deployment phase. © 2007, Idea Group Inc.
99348;Using data mining techniques to support the creation of competence ontologies;"Skills and competence requirements in the IT and media sector are changing dynamically at a high rate. This makes the ""manual"" adjustment of domain ontologies for this area hardly feasible, so that there is a need for automatic or semi-automatic techniques to update such knowledge bases. Several data mining techniques have been applied to different collections of job offers from this field to test and exemplify the feasibility of this approach. The results are encouraging and will be used to support decisions in professional development. © 2009 The authors and IOS Press. All rights reserved."
99380;A formal model of competence-based assessment;The Bologna Declaration of June 1999 has put in motion a series of reforms needed to create a European Higher Education Area by 2010. One of the most important reforms refers to the pedagogic model defining a competence-based student-centered education model. In this model, the identification of individual ability, talent, and aptitude is deemed to be very important, and the key task of education is self-actualization through recognition and cultivation of such talents and abilities in order to develop competences. Therefore both planning continuing education activities and evaluating these activities after its completion are key processes of such innovative education model. In this paper we present a robust and formal model for developing an evaluation plan of education activities and evaluating these activities after its completion. The aim of the evaluation process is to determine the degree of achievement of competences developed by students during the execution of some continuing education activity. Our approach uses ontologies as formal knowledge representation model to help teachers in developing an evaluation plan of education activities oriented to determine the degree of competence achievement. Once the ontology model of the evaluation plan of an education activity is defined, we propose to use existing reasoning tools to determine the degree of achievement of competences after the activity completion. The resulting evaluation framework is a first approach to a competence-based student-centered evaluation model and can be used as a proof-of-concept system. © 2009 The authors and IOS Press.
99391;Interoperable competencies characterizing learning objects in mathematics;Cognitive task analysis has been used in ITSs to predict students' performance, improve curricula and to determine appropriate feedback. Typically, the learning factors/knowledge components have been determined only for the use in one ITS or curriculum and therefore, general frameworks were not applied. Moreover, the result is sometimes rather unsystematic and not reusable across domains. However, for making learning environments interoperable and comparable and to be able to reuse learning objects, the competency hierarchies have to be usable for different learning environments and across domains. In this paper, we propose an approach to competencies represented as pairs of knowledge and cognitive process whose ontologies extend and revise existing taxonomies. A goal is to make these competencies a quasi-standard that enables interoperability and reuse. Moreover, we briefly describe, how the competency ontology can be employed for different purposes. © 2008 Springer-Verlag Berlin Heidelberg.
223571;An ontology based tool for competency management and learning paths;Ontologies have already been created in different scientific areas, including knowledge and competency management, however few ontological applications are available at the moment. In this paper we present an ontology based application that we have developed for competency management and learning paths. Specifically, we provide an overview of competency management and related work in this area, a description of the competency ontology and a functional and architectural analysis. This system is being currently deployed for research purposes in a national subsidiary of Microsoft, the IT services multinational firm, with a Microsoft .NET implementation communicating with the competency ontology.
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
